ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,PRODUCTLINE,CUSTOMERNAME
10367,43,62.72,2696.96,Vintage Cars,Toys4GrownUps.com
10380,32,100,3376.64,Vintage Cars,Euro Shopping Channel
10407,6,90.19,541.14,Vintage Cars,The Sharp Gifts Warehouse
10420,66,92.95,6134.7,Vintage Cars,Souveniers And Things Co.
10105,41,82.5,3382.5,Vintage Cars,Danish Wholesale Imports
10117,23,97.42,2240.66,Vintage Cars,"Dragon Souveniers, Ltd."
10128,43,92.16,3962.88,Vintage Cars,Euro Shopping Channel
10142,24,70.22,1685.28,Vintage Cars,Mini Gifts Distributors Ltd.
10153,22,83.38,1834.36,Vintage Cars,Euro Shopping Channel
10166,26,73.73,1916.98,Vintage Cars,FunGiftIdeas.com
10177,35,74.6,2611,Vintage Cars,CAF Imports
10185,47,77.24,3630.28,Vintage Cars,Mini Creations Ltd.
10197,50,100,5090.5,Vintage Cars,Enaco Distributors
10208,45,87.77,3949.65,Vintage Cars,"Saveley & Henriot, Co."
10221,39,89.53,3491.67,Vintage Cars,Petit Auto
10232,23,89.53,2059.19,Vintage Cars,giftsbymail.co.uk
10248,42,75.48,3170.16,Vintage Cars,Land of Toys Inc.
10261,20,89.53,1790.6,Vintage Cars,Quebec Home Shopping Network
10273,33,71.09,2345.97,Vintage Cars,Petit Auto
10283,34,100,3580.88,Vintage Cars,"Royal Canadian Collectables, Ltd."
10293,49,100,4946.06,Vintage Cars,Amica Models & Co.
10306,39,90.4,3525.6,Vintage Cars,"AV Stores, Co."
10315,36,100,3602.16,Vintage Cars,La Rochelle Gifts
10326,50,86.01,4300.5,Vintage Cars,"Volvo Model Replicas, Co"
10337,29,100,4498.19,Vintage Cars,Classic Legends Inc.
10350,30,100,3023.1,Vintage Cars,Euro Shopping Channel
10372,41,86.89,3562.49,Vintage Cars,"Tokyo Collectables, Ltd"
10383,28,58.58,1640.24,Vintage Cars,Euro Shopping Channel
10396,45,100,4739.4,Vintage Cars,Mini Gifts Distributors Ltd.
10414,16,75.48,1207.68,Vintage Cars,Gifts4AllAges.com
10103,36,100,4228.2,Trucks and Buses,Baane Mini Imports
10114,41,100,4815.45,Trucks and Buses,"La Corne D'abondance, Co."
10126,50,100,7083,Trucks and Buses,"Corrida Auto Replicas, Ltd"
10140,40,100,4601.2,Trucks and Buses,Technics Stores Inc.
10150,49,100,6467.02,Trucks and Buses,"Dragon Souveniers, Ltd."
10164,45,100,5012.55,Trucks and Buses,Mini Auto Werke
10175,47,100,5121.59,Trucks and Buses,"Stylish Desk Decors, Co."
10183,21,100,2441.04,Trucks and Buses,"Classic Gift Ideas, Inc"
10194,32,100,4262.08,Trucks and Buses,"Saveley & Henriot, Co."
10207,47,100,6658.02,Trucks and Buses,Diecast Collectables
10217,38,100,4509.08,Trucks and Buses,Handji Gifts& Co
10229,41,100,4716.23,Trucks and Buses,Mini Gifts Distributors Ltd.
10245,21,100,2390.22,Trucks and Buses,Super Scale Inc.
10259,41,100,4666.62,Trucks and Buses,Handji Gifts& Co
10270,38,100,5383.08,Trucks and Buses,Souveniers And Things Co.
10281,25,99.29,2482.25,Trucks and Buses,Diecast Classics Inc.
10291,48,100,5288.64,Trucks and Buses,Scandinavian Gift Ideas
10305,22,99.29,2184.38,Trucks and Buses,Marta's Replicas Co.
10313,28,100,2881.76,Trucks and Buses,Canadian Gift Exchange Network
10323,47,100,6203.06,Trucks and Buses,"Blauer See Auto, Co."
10334,49,100,6763.47,Trucks and Buses,"Volvo Model Replicas, Co"
10347,45,100,5884.65,Trucks and Buses,"Australian Collectors, Co."
10357,28,100,3559.64,Trucks and Buses,Mini Gifts Distributors Ltd.
10370,29,57.53,1668.37,Trucks and Buses,"Anna's Decorations, Ltd"
10382,39,100,4890.6,Trucks and Buses,Mini Gifts Distributors Ltd.
10411,46,100,5235.72,Trucks and Buses,Quebec Home Shopping Network
10425,38,100,4325.16,Trucks and Buses,La Rochelle Gifts
10103,41,47.29,1938.89,Vintage Cars,Baane Mini Imports
10113,50,49.81,2490.5,Vintage Cars,Mini Gifts Distributors Ltd.
10126,43,53.83,2314.69,Vintage Cars,"Corrida Auto Replicas, Ltd"
10140,29,43.27,1254.83,Vintage Cars,Technics Stores Inc.
10150,30,42.76,1282.8,Vintage Cars,"Dragon Souveniers, Ltd."
10164,25,53.83,1345.75,Vintage Cars,Mini Auto Werke
10174,49,44.78,2194.22,Vintage Cars,"Australian Gift Network, Co"
10183,40,49.3,1972,Vintage Cars,"Classic Gift Ideas, Inc"
10194,41,44.78,1835.98,Vintage Cars,"Saveley & Henriot, Co."
10206,21,53.33,1119.93,Vintage Cars,Canadian Gift Exchange Network
10215,46,45.28,2082.88,Vintage Cars,West Coast Collectables Co.
10229,39,40.25,1569.75,Vintage Cars,Mini Gifts Distributors Ltd.
10245,45,59.87,2694.15,Vintage Cars,Super Scale Inc.
10258,21,59.87,1257.27,Vintage Cars,"Tokyo Collectables, Ltd"
10270,44,58.36,2567.84,Vintage Cars,Souveniers And Things Co.
10281,44,59.87,2634.28,Vintage Cars,Diecast Classics Inc.
10291,29,51.82,1502.78,Vintage Cars,Scandinavian Gift Ideas
10304,34,49.3,1676.2,Vintage Cars,Auto Assoc. & Cie.
10312,39,56.85,2217.15,Vintage Cars,Mini Gifts Distributors Ltd.
10324,38,100,6832.02,Vintage Cars,Vitachrome Inc.
10333,24,79.86,1916.64,Vintage Cars,Mini Wheels Co.
10348,29,100,7110.8,Vintage Cars,"Corrida Auto Replicas, Ltd"
10358,30,100,5302.8,Vintage Cars,Euro Shopping Channel
10370,20,100,2730,Vintage Cars,"Anna's Decorations, Ltd"
10382,39,100,7827.3,Vintage Cars,Mini Gifts Distributors Ltd.
10411,35,59.87,2095.45,Vintage Cars,Quebec Home Shopping Network
10424,26,59.87,1556.62,Vintage Cars,Euro Shopping Channel
10108,44,100,5565.12,Classic Cars,Cruz & Sons Co.
10122,28,100,3583.16,Classic Cars,Marseille Mini Autos
10135,31,100,4705.18,Classic Cars,Mini Gifts Distributors Ltd.
10146,29,100,4444.54,Classic Cars,Gift Ideas Corp.
10159,32,100,4618.88,Classic Cars,Corporate Gift Ideas Co.
10169,33,100,4910.4,Classic Cars,"Anna's Decorations, Ltd"
10180,44,100,5565.12,Classic Cars,Daedalus Designs Imports
10191,32,100,4237.76,Classic Cars,"Toms Spezialitten, Ltd"
10211,41,100,5673.58,Classic Cars,Auto Canal Petit
10225,35,100,5260.15,Classic Cars,"Vida Sport, Ltd"
10238,44,100,6350.96,Classic Cars,Danish Wholesale Imports
10252,26,100,3559.4,Classic Cars,Auto Canal Petit
10264,20,100,2410.6,Classic Cars,Gifts4AllAges.com
10276,48,100,5713.92,Classic Cars,Online Mini Collectables
10287,34,100,4300.32,Classic Cars,"Vida Sport, Ltd"
10299,49,100,7947.31,Classic Cars,"Toys of Finland, Co."
10310,40,100,5356.8,Classic Cars,"Toms Spezialitten, Ltd"
10319,45,100,7901.1,Classic Cars,Microscale Inc.
10330,50,100,6101,Classic Cars,Cruz & Sons Co.
10342,38,100,6276.46,Classic Cars,"Australian Collectors, Co."
10355,25,100,4203.5,Classic Cars,Euro Shopping Channel
10363,28,58.18,1629.04,Classic Cars,Suominen Souveniers
10378,49,67.14,3289.86,Classic Cars,Euro Shopping Channel
10390,49,100,6862.94,Classic Cars,Mini Gifts Distributors Ltd.
10110,42,61.29,2574.18,Classic Cars,"AV Stores, Co."
10124,23,57.73,1327.79,Classic Cars,Signal Gift Stores
10148,29,81.25,2356.25,Classic Cars,"Anna's Decorations, Ltd"
10161,25,80.54,2013.5,Classic Cars,Heintze Collectables
10173,39,71.98,2807.22,Classic Cars,Rovelli Gifts
10182,44,69.84,3072.96,Classic Cars,Mini Gifts Distributors Ltd.
10193,25,76.26,1906.5,Classic Cars,"Australian Collectables, Ltd"
10204,45,76.26,3431.7,Classic Cars,Muscle Machine Inc
10213,25,83.39,2084.75,Classic Cars,"Double Decker Gift Stores, Ltd"
10227,37,57.73,2136.01,Classic Cars,"Saveley & Henriot, Co."
10241,30,66.99,2009.7,Classic Cars,Mini Caravy
10267,36,75.55,2719.8,Classic Cars,Muscle Machine Inc
10279,26,60.58,1575.08,Classic Cars,Euro Shopping Channel
10288,23,73.41,1688.43,Classic Cars,Handji Gifts& Co
10302,23,72.7,1672.1,Classic Cars,"UK Collectables, Ltd."
10311,25,66.99,1674.75,Classic Cars,Euro Shopping Channel
10332,21,100,3472.98,Classic Cars,"AV Stores, Co."
10344,26,63.43,1649.18,Classic Cars,Marseille Mini Autos
10367,44,85.25,3751,Classic Cars,Toys4GrownUps.com
10380,24,100,4536,Classic Cars,Euro Shopping Channel
10407,66,66.99,4421.34,Classic Cars,The Sharp Gifts Warehouse
10420,36,57.73,2078.28,Classic Cars,Souveniers And Things Co.
10110,36,85.25,3069,Classic Cars,"AV Stores, Co."
10124,22,77.9,1713.8,Classic Cars,Signal Gift Stores
10148,25,60.26,1506.5,Classic Cars,"Anna's Decorations, Ltd"
10161,37,72.76,2692.12,Classic Cars,Heintze Collectables
10172,32,75.69,2422.08,Classic Cars,Gift Depot Inc.
10182,47,74.22,3488.34,Classic Cars,Mini Gifts Distributors Ltd.
10192,37,69.82,2583.34,Classic Cars,Online Diecast Creations Co.
10204,20,62.47,1249.4,Classic Cars,Muscle Machine Inc
10212,41,82.31,3374.71,Classic Cars,Euro Shopping Channel
10226,21,60.26,1265.46,Classic Cars,Collectable Mini Designs Co.
10241,22,76.43,1681.46,Classic Cars,Mini Caravy
10267,40,80.1,3204,Classic Cars,Muscle Machine Inc
10279,32,74.96,2398.72,Classic Cars,Euro Shopping Channel
10288,36,66.14,2381.04,Classic Cars,Handji Gifts& Co
10301,27,72.02,1944.54,Classic Cars,"Norway Gifts By Mail, Co."
10311,26,87.45,2273.7,Classic Cars,Euro Shopping Channel
10321,30,70.55,2116.5,Classic Cars,FunGiftIdeas.com
10332,23,56.84,1307.32,Classic Cars,"AV Stores, Co."
10344,29,59.53,1726.37,Classic Cars,Marseille Mini Autos
10367,21,60.37,1267.77,Classic Cars,Toys4GrownUps.com
10380,34,100,3441.82,Classic Cars,Euro Shopping Channel
10407,26,76.43,1987.18,Classic Cars,The Sharp Gifts Warehouse
10420,60,64.67,3880.2,Classic Cars,Souveniers And Things Co.
10104,35,55.49,1942.15,Classic Cars,Euro Shopping Channel
10115,47,69.36,3259.92,Classic Cars,Classic Legends Inc.
10127,20,60.69,1213.8,Classic Cars,Muscle Machine Inc
10141,20,54.33,1086.6,Classic Cars,Suominen Souveniers
10152,25,65.31,1632.75,Classic Cars,"Australian Gift Network, Co"
10165,25,69.36,1734,Classic Cars,"Dragon Souveniers, Ltd."
10176,27,68.78,1857.06,Classic Cars,L'ordine Souveniers
10184,31,60.11,1863.41,Classic Cars,"Iberia Gift Imports, Corp."
10195,44,66.47,2924.68,Classic Cars,Mini Classics
10207,49,46.82,2294.18,Classic Cars,Diecast Collectables
10220,26,56.07,1457.82,Classic Cars,"Clover Collections, Co."
10230,36,54.33,1955.88,Classic Cars,"Blauer See Auto, Co."
10246,44,52.6,2314.4,Classic Cars,Euro Shopping Channel
10259,28,46.82,1310.96,Classic Cars,Handji Gifts& Co
10271,45,64.74,2913.3,Classic Cars,Mini Gifts Distributors Ltd.
10282,29,46.82,1357.78,Classic Cars,Mini Gifts Distributors Ltd.
10292,40,53.75,2150,Classic Cars,Land of Toys Inc.
10305,45,61.85,2783.25,Classic Cars,Marta's Replicas Co.
10314,44,53.18,2339.92,Classic Cars,Heintze Collectables
10324,25,69.16,1729,Classic Cars,Vitachrome Inc.
10336,45,100,5972.4,Classic Cars,"La Corne D'abondance, Co."
10349,48,47.4,2275.2,Classic Cars,Muscle Machine Inc
10358,44,60.76,2673.44,Classic Cars,Euro Shopping Channel
10371,25,97.27,2431.75,Classic Cars,Mini Gifts Distributors Ltd.
10383,22,91.76,2018.72,Classic Cars,Euro Shopping Channel
10394,31,50.29,1558.99,Classic Cars,Euro Shopping Channel
10412,21,52.6,1104.6,Classic Cars,Euro Shopping Channel
10425,55,46.82,2575.1,Classic Cars,La Rochelle Gifts
10107,25,100,2845.75,Motorcycles,Land of Toys Inc.
10120,35,98.05,3431.75,Motorcycles,"Australian Collectors, Co."
10134,35,93.54,3273.9,Motorcycles,Lyon Souveniers
10145,43,95.8,4119.4,Motorcycles,Toys4GrownUps.com
10159,44,100,5355.68,Motorcycles,Corporate Gift Ideas Co.
10168,50,100,5747.5,Motorcycles,Technics Stores Inc.
10180,48,100,5355.36,Motorcycles,Daedalus Designs Imports
10188,25,100,2535.75,Motorcycles,Herkku Gifts
10201,39,100,4351.23,Motorcycles,Mini Wheels Co.
10211,25,90.16,2254,Motorcycles,Auto Canal Petit
10223,32,91.29,2921.28,Motorcycles,"Australian Collectors, Co."
10237,20,100,2299,Motorcycles,Vitachrome Inc.
10251,26,100,2637.18,Motorcycles,Tekni Collectables Inc.
10263,42,100,4307.52,Motorcycles,Gift Depot Inc.
10275,21,100,2153.76,Motorcycles,La Rochelle Gifts
10285,34,100,3716.88,Motorcycles,Marta's Replicas Co.
10299,47,100,5455.76,Motorcycles,"Toys of Finland, Co."
10309,21,100,2650.62,Motorcycles,Baane Mini Imports
10318,48,100,6437.28,Motorcycles,Diecast Classics Inc.
10329,30,87.78,2633.4,Motorcycles,Land of Toys Inc.
10339,27,84.39,2278.53,Motorcycles,"Tokyo Collectables, Ltd"
10362,50,96.92,4846,Motorcycles,Technics Stores Inc.
10374,38,100,4197.1,Motorcycles,"Australian Gift Network, Co"
10389,45,100,4597.65,Motorcycles,Scandinavian Gift Ideas
10403,46,100,5287.7,Motorcycles,"UK Collectables, Ltd."
10417,35,100,3550.05,Motorcycles,Euro Shopping Channel
10110,29,59.37,1721.73,Classic Cars,"AV Stores, Co."
10123,50,59.87,2993.5,Classic Cars,Atelier graphique
10137,26,49.81,1295.06,Classic Cars,Reims Collectables
10148,47,56.85,2671.95,Classic Cars,"Anna's Decorations, Ltd"
10161,23,53.33,1226.59,Classic Cars,Heintze Collectables
10172,34,42.76,1453.84,Classic Cars,Gift Depot Inc.
10181,34,53.83,1830.22,Classic Cars,Herkku Gifts
10192,47,53.83,2530.01,Classic Cars,Online Diecast Creations Co.
10204,45,49.81,2241.45,Classic Cars,Muscle Machine Inc
10212,45,53.33,2399.85,Classic Cars,Euro Shopping Channel
10226,36,43.27,1557.72,Classic Cars,Collectable Mini Designs Co.
10241,21,40.25,845.25,Classic Cars,Mini Caravy
10266,28,48.3,1352.4,Classic Cars,L'ordine Souveniers
10278,35,45.28,1584.8,Classic Cars,Signal Gift Stores
10288,50,52.32,2616,Classic Cars,Handji Gifts& Co
10301,22,51.32,1129.04,Classic Cars,"Norway Gifts By Mail, Co."
10311,45,49.3,2218.5,Classic Cars,Euro Shopping Channel
10321,48,42.26,2028.48,Classic Cars,FunGiftIdeas.com
10332,20,87.96,1759.2,Classic Cars,"AV Stores, Co."
10343,27,36.21,977.67,Classic Cars,Reims Collectables
10367,38,38.5,1463,Classic Cars,Toys4GrownUps.com
10379,32,100,3970.56,Classic Cars,Euro Shopping Channel
10407,64,40.25,2576,Classic Cars,The Sharp Gifts Warehouse
10420,37,60.37,2233.69,Classic Cars,Souveniers And Things Co.
10106,28,88.63,2481.64,Planes,Rovelli Gifts
10120,39,100,4651.53,Planes,"Australian Collectors, Co."
10133,41,94.1,3858.1,Planes,Euro Shopping Channel
10145,40,87.54,3501.6,Planes,Toys4GrownUps.com
10168,49,100,6433.7,Planes,Technics Stores Inc.
10210,27,98.48,2658.96,Planes,Osaka Souveniers Co.
10223,34,100,3608.76,Planes,"Australian Collectors, Co."
10235,23,96.29,2214.67,Planes,"Royal Canadian Collectables, Ltd."
10250,31,88.63,2747.53,Planes,The Sharp Gifts Warehouse
10262,34,97.38,3310.92,Planes,Euro Shopping Channel
10275,25,95.2,2380,Planes,La Rochelle Gifts
10284,22,100,2310.88,Planes,"Norway Gifts By Mail, Co."
10297,32,100,4061.76,Planes,"Clover Collections, Co."
10308,31,100,3493.7,Planes,Mini Classics
10316,25,100,2872.25,Planes,giftsbymail.co.uk
10328,47,87.54,4114.38,Planes,Rovelli Gifts
10339,21,50.65,1063.65,Planes,"Tokyo Collectables, Ltd"
10353,28,71.73,2008.44,Planes,Gift Ideas Corp.
10374,46,94.1,4328.6,Planes,"Australian Gift Network, Co"
10386,33,41.71,1376.43,Planes,Euro Shopping Channel
10398,43,100,5552.16,Planes,Reims Collectables
10401,38,96.29,3659.02,Planes,Tekni Collectables Inc.
10416,47,88.63,4165.61,Planes,L'ordine Souveniers
10101,45,31.2,1404,Vintage Cars,"Blauer See Auto, Co."
10110,20,35.51,710.2,Vintage Cars,"AV Stores, Co."
10124,45,37.84,1702.8,Vintage Cars,Signal Gift Stores
10149,36,33.19,1194.84,Vintage Cars,Signal Collectibles Ltd.
10162,37,27.22,1007.14,Vintage Cars,Corporate Gift Ideas Co.
10173,31,31.53,977.43,Vintage Cars,Rovelli Gifts
10182,39,36.84,1436.76,Vintage Cars,Mini Gifts Distributors Ltd.
10193,26,29.21,759.46,Vintage Cars,"Australian Collectables, Ltd"
10205,32,37.17,1189.44,Vintage Cars,Euro Shopping Channel
10214,20,34.19,683.8,Vintage Cars,"Corrida Auto Replicas, Ltd"
10227,42,29.21,1226.82,Vintage Cars,"Saveley & Henriot, Co."
10243,33,29.54,974.82,Vintage Cars,Diecast Collectables
10280,20,28.88,577.6,Vintage Cars,Amica Models & Co.
10288,29,38.17,1106.93,Vintage Cars,Handji Gifts& Co
10304,23,30.2,694.6,Vintage Cars,Auto Assoc. & Cie.
10312,39,29.54,1152.06,Vintage Cars,Mini Gifts Distributors Ltd.
10322,20,100,2624,Vintage Cars,Online Diecast Creations Co.
10332,45,81.91,3685.95,Vintage Cars,"AV Stores, Co."
10344,20,35.18,703.6,Vintage Cars,Marseille Mini Autos
10356,48,100,9720,Vintage Cars,Lyon Souveniers
10367,23,36.29,834.67,Vintage Cars,Toys4GrownUps.com
10380,32,70.56,2257.92,Vintage Cars,Euro Shopping Channel
10391,33,100,8344.71,Vintage Cars,"Anna's Decorations, Ltd"
10409,61,29.54,1801.94,Vintage Cars,Handji Gifts& Co
10420,45,26.88,1209.6,Vintage Cars,Souveniers And Things Co.
10107,38,83.03,3155.14,Motorcycles,Land of Toys Inc.
10120,34,83.79,2848.86,Motorcycles,"Australian Collectors, Co."
10134,43,83.03,3570.29,Motorcycles,Lyon Souveniers
10145,47,83.03,3902.41,Motorcycles,Toys4GrownUps.com
10158,22,67.03,1474.66,Motorcycles,Baane Mini Imports
10168,29,75.41,2186.89,Motorcycles,Technics Stores Inc.
10180,28,68.55,1919.4,Motorcycles,Daedalus Designs Imports
10188,40,91.4,3656,Motorcycles,Herkku Gifts
10201,25,73.88,1847,Motorcycles,Mini Wheels Co.
10210,30,61.7,1851,Motorcycles,Osaka Souveniers Co.
10223,38,69.31,2633.78,Motorcycles,"Australian Collectors, Co."
10236,36,87.6,3153.6,Motorcycles,Motor Mint Distributors Inc.
10250,32,87.6,2803.2,Motorcycles,The Sharp Gifts Warehouse
10263,37,62.46,2311.02,Motorcycles,Gift Depot Inc.
10275,30,79.98,2399.4,Motorcycles,La Rochelle Gifts
10285,39,70.08,2733.12,Motorcycles,Marta's Replicas Co.
10297,32,65.51,2096.32,Motorcycles,"Clover Collections, Co."
10308,47,63.22,2971.34,Motorcycles,Mini Classics
10318,26,86.83,2257.58,Motorcycles,Diecast Classics Inc.
10329,37,94.43,3493.91,Motorcycles,Land of Toys Inc.
10340,55,79.98,4398.9,Motorcycles,Enaco Distributors
10363,21,100,3595.62,Motorcycles,Suominen Souveniers
10375,23,100,2443.29,Motorcycles,La Rochelle Gifts
10389,49,81.4,3988.6,Motorcycles,Scandinavian Gift Ideas
10402,59,87.6,5168.4,Motorcycles,Auto Canal Petit
10416,32,87.6,2803.2,Motorcycles,L'ordine Souveniers
10105,43,100,6341.21,Ships,Danish Wholesale Imports
10117,41,100,5189.78,Ships,"Dragon Souveniers, Ltd."
10129,45,100,6027.75,Ships,"Stylish Desk Decors, Co."
10142,33,100,3366,Ships,Mini Gifts Distributors Ltd.
10153,40,100,5456.4,Ships,Euro Shopping Channel
10167,33,100,3812.16,Ships,Scandinavian Gift Ideas
10177,50,100,6083,Ships,CAF Imports
10185,30,100,3170.7,Ships,Mini Creations Ltd.
10197,41,100,4534.6,Ships,Enaco Distributors
10208,35,100,4301.15,Ships,"Saveley & Henriot, Co."
10221,49,100,6804.63,Ships,Petit Auto
10232,46,100,5652.94,Ships,giftsbymail.co.uk
10248,48,100,6960.48,Ships,Land of Toys Inc.
10261,36,100,4512.6,Ships,Quebec Home Shopping Network
10273,22,100,2784.76,Ships,Petit Auto
10283,42,100,5316.36,Ships,"Royal Canadian Collectables, Ltd."
10293,21,100,2941.89,Ships,Amica Models & Co.
10306,29,100,3207.4,Ships,"AV Stores, Co."
10315,35,100,4215.05,Ships,La Rochelle Gifts
10326,41,100,4333.29,Ships,"Volvo Model Replicas, Co"
10337,29,71.97,2087.13,Ships,Classic Legends Inc.
10350,34,50.33,1711.22,Ships,Euro Shopping Channel
10372,37,100,3910.53,Ships,"Tokyo Collectables, Ltd"
10384,28,80.54,2255.12,Ships,Corporate Gift Ideas Co.
10396,49,100,5720.75,Ships,Mini Gifts Distributors Ltd.
10414,23,100,3335.23,Ships,Gifts4AllAges.com
10101,46,53.76,2472.96,Vintage Cars,"Blauer See Auto, Co."
10110,39,44.35,1729.65,Vintage Cars,"AV Stores, Co."
10124,22,45.25,995.5,Vintage Cars,Signal Gift Stores
10149,49,49.28,2414.72,Vintage Cars,Signal Collectibles Ltd.
10162,43,36.29,1560.47,Vintage Cars,Corporate Gift Ideas Co.
10173,27,41.22,1112.94,Vintage Cars,Rovelli Gifts
10182,31,36.74,1138.94,Vintage Cars,Mini Gifts Distributors Ltd.
10193,20,50.62,1012.4,Vintage Cars,"Australian Collectables, Ltd"
10205,24,38.08,913.92,Vintage Cars,Euro Shopping Channel
10214,49,47.94,2349.06,Vintage Cars,"Corrida Auto Replicas, Ltd"
10227,24,48.38,1161.12,Vintage Cars,"Saveley & Henriot, Co."
10244,39,45.25,1764.75,Vintage Cars,Euro Shopping Channel
10255,37,45.7,1690.9,Vintage Cars,Mini Caravy
10280,45,47.49,2137.05,Vintage Cars,Amica Models & Co.
10289,45,48.38,2177.1,Vintage Cars,Herkku Gifts
10304,44,39.42,1734.48,Vintage Cars,Auto Assoc. & Cie.
10312,23,37.63,865.49,Vintage Cars,Mini Gifts Distributors Ltd.
10322,30,100,3500.1,Vintage Cars,Online Diecast Creations Co.
10332,26,85.52,2223.52,Vintage Cars,"AV Stores, Co."
10345,43,53.76,2311.68,Vintage Cars,Atelier graphique
10356,26,31.86,828.36,Vintage Cars,Lyon Souveniers
10367,28,30.59,856.52,Vintage Cars,Toys4GrownUps.com
10380,27,68.35,1845.45,Vintage Cars,Euro Shopping Channel
10391,24,100,4042.08,Vintage Cars,"Anna's Decorations, Ltd"
10421,40,45.7,1828,Vintage Cars,Mini Gifts Distributors Ltd.
10103,36,100,3680.28,Trucks and Buses,Baane Mini Imports
10114,21,100,2925.09,Trucks and Buses,"La Corne D'abondance, Co."
10126,27,100,3415.77,Trucks and Buses,"Corrida Auto Replicas, Ltd"
10140,47,100,5105.14,Trucks and Buses,Technics Stores Inc.
10151,42,100,5098.8,Trucks and Buses,"Oulu Toy Supplies, Inc."
10165,32,100,4661.76,Trucks and Buses,"Dragon Souveniers, Ltd."
10175,28,100,2969.96,Trucks and Buses,"Stylish Desk Decors, Co."
10184,24,100,3496.32,Trucks and Buses,"Iberia Gift Imports, Corp."
10194,49,100,5760.93,Trucks and Buses,"Saveley & Henriot, Co."
10207,46,100,6819.04,Trucks and Buses,Diecast Collectables
10217,28,100,3148.88,Trucks and Buses,Handji Gifts& Co
10229,48,100,5704.32,Trucks and Buses,Mini Gifts Distributors Ltd.
10246,29,100,3520.6,Trucks and Buses,Euro Shopping Channel
10259,47,100,5285.62,Trucks and Buses,Handji Gifts& Co
10271,43,100,5605.05,Trucks and Buses,Mini Gifts Distributors Ltd.
10281,25,100,2779.5,Trucks and Buses,Diecast Classics Inc.
10291,48,100,5398.08,Trucks and Buses,Scandinavian Gift Ideas
10305,24,100,3189.6,Trucks and Buses,Marta's Replicas Co.
10313,42,100,5581.8,Trucks and Buses,Canadian Gift Exchange Network
10324,31,100,3820.44,Trucks and Buses,Vitachrome Inc.
10334,42,100,5528.04,Trucks and Buses,"Volvo Model Replicas, Co"
10348,37,100,5981.42,Trucks and Buses,"Corrida Auto Replicas, Ltd"
10358,41,100,5684.65,Trucks and Buses,Euro Shopping Channel
10371,20,100,3449.4,Trucks and Buses,Mini Gifts Distributors Ltd.
10382,20,100,2654.4,Trucks and Buses,Mini Gifts Distributors Ltd.
10412,70,100,8498,Trucks and Buses,Euro Shopping Channel
10425,49,100,5510.54,Trucks and Buses,La Rochelle Gifts
10108,35,58.87,2060.45,Motorcycles,Cruz & Sons Co.
10121,32,76.88,2460.16,Motorcycles,Reims Collectables
10135,29,61.64,1787.56,Motorcycles,Mini Gifts Distributors Ltd.
10145,27,60.95,1645.65,Motorcycles,Toys4GrownUps.com
10159,27,80.34,2169.18,Motorcycles,Corporate Gift Ideas Co.
10169,38,74.11,2816.18,Motorcycles,"Anna's Decorations, Ltd"
10180,35,72.03,2521.05,Motorcycles,Daedalus Designs Imports
10190,42,76.19,3199.98,Motorcycles,Euro Shopping Channel
10211,21,63.72,1338.12,Motorcycles,Auto Canal Petit
10224,37,80.34,2972.58,Motorcycles,Daedalus Designs Imports
10237,26,79.65,2070.9,Motorcycles,Vitachrome Inc.
10252,47,65.8,3092.6,Motorcycles,Auto Canal Petit
10264,37,65.1,2408.7,Motorcycles,Gifts4AllAges.com
10276,46,75.49,3472.54,Motorcycles,Online Mini Collectables
10285,38,59.56,2263.28,Motorcycles,Marta's Replicas Co.
10299,33,66.49,2194.17,Motorcycles,"Toys of Finland, Co."
10309,24,56.1,1346.4,Motorcycles,Baane Mini Imports
10319,31,81.73,2533.63,Motorcycles,Microscale Inc.
10330,42,81.03,3403.26,Motorcycles,Cruz & Sons Co.
10341,32,100,3307.2,Motorcycles,Salzburg Collectables
10355,41,70.65,2896.65,Motorcycles,Euro Shopping Channel
10363,43,61.23,2632.89,Motorcycles,Suominen Souveniers
10375,20,100,2046,Motorcycles,La Rochelle Gifts
10390,35,65.13,2279.55,Motorcycles,Mini Gifts Distributors Ltd.
10403,27,79.65,2150.55,Motorcycles,"UK Collectables, Ltd."
10110,43,78.15,3360.45,Classic Cars,"AV Stores, Co."
10124,32,72.7,2326.4,Classic Cars,Signal Gift Stores
10148,21,73.6,1545.6,Classic Cars,"Anna's Decorations, Ltd"
10161,20,100,2144.6,Classic Cars,Heintze Collectables
10172,22,74.51,1639.22,Classic Cars,Gift Depot Inc.
10182,36,73.6,2649.6,Classic Cars,Mini Gifts Distributors Ltd.
10192,46,83.6,3845.6,Classic Cars,Online Diecast Creations Co.
10204,47,96.32,4527.04,Classic Cars,Muscle Machine Inc
10212,45,88.14,3966.3,Classic Cars,Euro Shopping Channel
10227,47,88.14,4142.58,Classic Cars,"Saveley & Henriot, Co."
10241,47,94.5,4441.5,Classic Cars,Mini Caravy
10267,38,87.24,3315.12,Classic Cars,Muscle Machine Inc
10279,49,79.97,3918.53,Classic Cars,Euro Shopping Channel
10288,35,80.87,2830.45,Classic Cars,Handji Gifts& Co
10302,49,100,5298.86,Classic Cars,"UK Collectables, Ltd."
10311,28,93.6,2620.8,Classic Cars,Euro Shopping Channel
10321,30,72.7,2181,Classic Cars,FunGiftIdeas.com
